,activation,solver,learning_rate,learning_rate_init,alpha,hidden_layer_sizes,fit_time,test_balanced_accuracy,test_f1_weighted,test_precision_weighted,test_recall_weighted
0,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2,)",0.011853647232055665,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
1,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8,)",0.016334056854248047,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
2,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14,)",0.01931471824645996,0.9392312480547774,0.9449438233968174,0.9460043211309781,0.9451374207188161
3,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20,)",0.01772141456604004,0.9392312480547774,0.9449438233968174,0.9460043211309781,0.9451374207188161
4,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26,)",0.023200225830078126,0.9392312480547774,0.9449438233968174,0.9460043211309781,0.9451374207188161
5,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 8)",0.027656078338623047,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
6,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 14)",0.038916826248168945,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
7,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 20)",0.040069293975830075,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
8,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 26)",0.05528841018676758,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
9,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 2)",0.02092914581298828,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
10,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 14)",0.031190204620361327,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
11,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 20)",0.036926889419555665,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
12,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 26)",0.03982419967651367,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
13,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 2)",0.025921392440795898,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
14,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 8)",0.03360085487365723,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
15,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 20)",0.05277571678161621,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
16,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 26)",0.05496668815612793,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
17,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 2)",0.029847002029418944,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
18,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 8)",0.04212112426757812,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
19,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 14)",0.052805852890014646,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
20,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 26)",0.05721898078918457,0.9356598194833488,0.940513783244852,0.942257958561086,0.9405919661733616
21,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 2)",0.04437975883483887,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
22,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 8)",0.05588951110839844,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
23,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 14)",0.057708454132080075,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
24,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 20)",0.08871831893920898,0.9392312480547774,0.9449438233968174,0.9460043211309781,0.9451374207188161
25,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 8)",0.03889298439025879,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
26,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 14)",0.06189794540405273,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
27,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 20)",0.06067523956298828,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
28,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 26)",0.07199468612670898,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
29,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 2)",0.02730269432067871,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
30,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 14)",0.043570756912231445,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
31,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 20)",0.0483893871307373,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
32,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 26)",0.05121917724609375,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
33,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 2)",0.029899215698242186,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
34,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 8)",0.051878833770751955,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
35,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 20)",0.06335196495056153,0.9356598194833488,0.940513783244852,0.942257958561086,0.9405919661733616
36,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 26)",0.09172940254211426,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
37,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 2)",0.0431574821472168,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
38,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 8)",0.04809856414794922,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
39,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 14)",0.04693927764892578,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
40,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 26)",0.05491929054260254,0.9356598194833488,0.940513783244852,0.942257958561086,0.9405919661733616
41,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 2)",0.03725252151489258,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
42,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 8)",0.03659696578979492,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
43,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 14)",0.051677608489990236,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
44,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 20)",0.042913198471069336,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
45,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 8, 14)",0.013321208953857421,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
46,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 8, 20)",0.021002197265625,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
47,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 8, 26)",0.01965813636779785,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
48,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 14, 8)",0.012233352661132813,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
49,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 14, 20)",0.02216362953186035,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
50,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 14, 26)",0.02637615203857422,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
51,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 20, 8)",0.014122295379638671,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
52,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 20, 14)",0.013145971298217773,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
53,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 20, 26)",0.020461368560791015,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
54,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 26, 8)",0.014885616302490235,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
55,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 26, 14)",0.014714431762695313,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
56,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 26, 20)",0.026055574417114258,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
57,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 2, 14)",0.01611804962158203,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
58,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 2, 20)",0.02228541374206543,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
59,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 2, 26)",0.021895647048950195,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
60,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 14, 2)",0.01960463523864746,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
61,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 14, 20)",0.019369745254516603,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
62,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 14, 26)",0.020577430725097656,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
63,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 20, 2)",0.01304931640625,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
64,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 20, 14)",0.01669487953186035,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
65,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 20, 26)",0.01978144645690918,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
66,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 26, 2)",0.015880775451660157,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
67,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 26, 14)",0.022243404388427736,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
68,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 26, 20)",0.02695465087890625,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
69,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 2, 8)",0.011795711517333985,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
70,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 2, 20)",0.013641881942749023,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
71,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 2, 26)",0.017028951644897462,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
