,activation,solver,learning_rate,learning_rate_init,alpha,hidden_layer_sizes,fit_time,test_balanced_accuracy,test_f1_weighted,test_precision_weighted,test_recall_weighted
0,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2,)",0.011682271957397461,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
1,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8,)",0.014700794219970703,0.9356598194833488,0.940513783244852,0.942257958561086,0.9405919661733616
2,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14,)",0.02214159965515137,0.9392312480547774,0.9449438233968174,0.9460043211309781,0.9451374207188161
3,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20,)",0.021988725662231444,0.9392312480547774,0.9449438233968174,0.9460043211309781,0.9451374207188161
4,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26,)",0.02453889846801758,0.9392312480547774,0.9449438233968174,0.9460043211309781,0.9451374207188161
5,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 8)",0.029871797561645506,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
6,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 14)",0.03254742622375488,0.8517312480547774,0.8532784895729492,0.8368256530230722,0.8816067653276957
7,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 20)",0.04318037033081055,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
8,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 26)",0.05166816711425781,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
9,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 2)",0.02436347007751465,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
10,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 14)",0.03130230903625488,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
11,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 20)",0.03594818115234375,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
12,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 26)",0.055392122268676756,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
13,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 2)",0.027203941345214845,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
14,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 8)",0.030212831497192384,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
15,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 20)",0.04382023811340332,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
16,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 26)",0.04097743034362793,0.9356598194833488,0.940513783244852,0.942257958561086,0.9405919661733616
17,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 2)",0.031363821029663085,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
18,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 8)",0.03051900863647461,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
19,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 14)",0.03632678985595703,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
20,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 26)",0.046450471878051756,0.9356598194833488,0.940513783244852,0.942257958561086,0.9405919661733616
21,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 2)",0.0360600471496582,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
22,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 8)",0.036475086212158205,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
23,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 14)",0.043509387969970705,0.9356598194833488,0.940513783244852,0.942257958561086,0.9405919661733616
24,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 20)",0.04370436668395996,0.9392312480547774,0.9449438233968174,0.9460043211309781,0.9451374207188161
25,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 8)",0.021561288833618165,0.8419098194833488,0.8420747579041012,0.8255964426837779,0.8708245243128964
26,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 14)",0.04004402160644531,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
27,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 20)",0.041904640197753903,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
28,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 26)",0.04829850196838379,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
29,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 2)",0.022518348693847657,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
30,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 14)",0.032001924514770505,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
31,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 20)",0.036412811279296874,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
32,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(8, 26)",0.03827333450317383,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
33,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 2)",0.02887420654296875,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
34,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 8)",0.02861499786376953,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
35,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 20)",0.04412221908569336,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
36,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(14, 26)",0.036095380783081055,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
37,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 2)",0.037428760528564455,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
38,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 8)",0.03305206298828125,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
39,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 14)",0.03263397216796875,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
40,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(20, 26)",0.04768562316894531,0.9356598194833488,0.940513783244852,0.942257958561086,0.9405919661733616
41,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 2)",0.03731346130371094,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
42,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 8)",0.03452653884887695,0.9419098194833488,0.9451976814921412,0.946743008394973,0.9452431289640593
43,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 14)",0.039653682708740236,0.9356598194833488,0.940513783244852,0.942257958561086,0.9405919661733616
44,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(26, 20)",0.05604820251464844,0.9356598194833488,0.940513783244852,0.942257958561086,0.9405919661733616
45,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 8, 14)",0.012925338745117188,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
46,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 8, 20)",0.014151906967163086,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
47,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 8, 26)",0.019058847427368165,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
48,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 14, 8)",0.011123847961425782,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
49,logistic,lbfgs,constant,1.0023052380778996,1.0002302850208247,"(2, 14, 20)",0.016387462615966797,0.5,0.48507582020192574,0.3950002570073616,0.6284355179704016
